Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
Nikolay Yefimovich Andrianov,M,23,166,60,Soviet Union,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Nikolay Yefimovich Andrianov,M,27,166,60,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Silver
Nikolay Yefimovich Andrianov,M,27,166,60,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26,172,65,Soviet Union,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Silver
Vera Vasilyevna Anisimova (Mikheyeva-),F,28,167,52,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Aleksandre Anp'ilogovi,M,26,203,96,Soviet Union,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
Yaroslav Viktorovich Antonov,M,25,198,95,Soviet Union,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Silver
Magomedkhan Suleymanovich Aratsilov,M,29,180,82,Soviet Union,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
Vasyl Albertovych Arkhypenko,M,23,178,65,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Silver
Vladimir Nikolayevich Artyomov,M,23,167,63,Soviet Union,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Yevhen Oleksandrovych Arzhanov,M,24,179,68,Soviet Union,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,Silver
Polina Hryhorivna Astakhova,F,23,166,56,Soviet Union,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Polina Hryhorivna Astakhova,F,27,166,56,Soviet Union,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Rein Aun,M,24,189,88,Soviet Union,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Silver
Albert Azaryan,M,31,174,72,Soviet Union,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Silver
Antanas Bagdonaviius,M,22,187,85,Soviet Union,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,Silver
Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya),F,31,170,76,Soviet Union,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Silver
Mykola Lvovych Bahlei,M,27,190,88,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
Laimut Baikauskait,F,32,162,58,Soviet Union,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Silver
Vladimir Nikolayevich Bakulin,M,29,156,52,Soviet Union,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
Andrey Vasilyevich Balashov,M,30,175,93,Soviet Union,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,Silver
Helmts Balderis-Sildedzis,M,27,178,89,Soviet Union,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Vilikton Innokentyevich Barannikov,M,26,160,60,Soviet Union,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,Silver
Yevgeny Aleksandrovich Barbakov,M,26,188,94,Soviet Union,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Silver
Oleksiy Stepanovych Barkalov,M,22,180,82,Soviet Union,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Leonid Volodymyrovych Barteniev,M,23,174,70,Soviet Union,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Leonid Volodymyrovych Barteniev,M,26,174,70,Soviet Union,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Aleksandr Georgiyevich Baryshnikov,M,31,198,130,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Silver
Iurie Bacatov,M,20,190,85,Soviet Union,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Oleksandr Mykhailovych Batiuk,M,24,171,67,Soviet Union,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Viktor Andreyevich Bazhenov,M,26,170,72,Soviet Union,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Silver
Irina Anatolyevna Beglyakova (-Chelnaya),F,23,,,Soviet Union,1956,Summer,Melbourne,Athletics,Athletics Women's Discus Throw,Silver
Dmitry Nikolayevich Bekhterev,M,26,194,93,Soviet Union,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Silver
Semyon Viktorovich Belits-Geyman,M,23,186,73,Soviet Union,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Vladimir Borisovich Belov,M,22,195,92,Soviet Union,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
Yevgeny Prokopyevich Belyayev,M,21,188,91,Soviet Union,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
Larisa Abramovna Bergen (Goncharova-),F,26,171,67,Soviet Union,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Silver
Aleksandr Nikolayevich Berkutov,M,27,180,80,Soviet Union,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,Silver
Juris Brzi,M,26,154,50,Soviet Union,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Silver
Volodymyr Mykolaiovych Bieliaiev,M,28,165,83,Soviet Union,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
Astra Biltauere (-Rubene),F,20,168,64,Soviet Union,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver
Zinetula Khaidarovich Bilyaletdinov,M,24,180,86,Soviet Union,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Aleksandr Ivanovich Blinov,M,25,176,68,Soviet Union,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
Nina Antonivna Bocharova,F,27,,,Soviet Union,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,Silver
Nina Antonivna Bocharova,F,27,,,Soviet Union,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
Nataliya Valeryevna Bochina,F,18,173,55,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Silver
Nataliya Valeryevna Bochina,F,18,173,55,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Arkady Andreyevich Bochkaryov,M,25,,,Soviet Union,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Silver
Imants Bodnieks,M,23,173,72,Soviet Union,1964,Summer,Tokyo,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
Andrey Nikolayevich Bogdanov,M,18,,,Soviet Union,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Svetlana Leonidovna Boginskaya,F,15,157,44,Soviet Union,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Silver
Igor Andreyevich Borisov,M,28,,,Soviet Union,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
Vasily Fyodorovich Borisov,M,33,170,85,Soviet Union,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
Oleksiy Yevhenovych Boryslavskiy,M,19,191,88,Soviet Union,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Valeriy Pylypovych Borzov,M,22,183,80,Soviet Union,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Gratsian Georgiyevich Botev,M,27,,,Soviet Union,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Oleg Georgiyevich Bovin,M,22,189,83,Soviet Union,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Yevgeny Nikolayevich Brago,M,23,,,Soviet Union,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Silver
Valery Nikolayevich Brumel,M,18,185,79,Soviet Union,1960,Summer,Roma,Athletics,Athletics Men's High Jump,Silver
Mira Vasilyevna Bryunina,F,24,178,74,Soviet Union,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Aleksandr Fyodorovich Budnikov,M,24,173,78,Soviet Union,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
Boris Fyodorovich Budnikov,M,38,172,74,Soviet Union,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
Igor Vasilyevich Buldakov,M,26,,,Soviet Union,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Pairs,Silver
Lyudmila Stepanovna Buldakova (Meshcheryakova-),F,26,171,66,Soviet Union,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver
Vladimir Valeryevich Bure,M,21,181,76,Soviet Union,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Mikhail Ivanovich Burtsev,M,24,178,74,Soviet Union,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",Silver
Mikhail Ivanovich Burtsev,M,32,178,74,Soviet Union,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Silver
Veniamin Yevgenyevich But,M,27,191,95,Soviet Union,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
Stepas Butautas,M,26,,,Soviet Union,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver
Vytautas Butkus,M,26,190,86,Soviet Union,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Silver
Nataliya Anatolyevna Butuzova,F,26,167,58,Soviet Union,1980,Summer,Moskva,Archery,Archery Women's Individual,Silver
Anatoly Mikhaylovich Bykov,M,26,170,74,Soviet Union,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
Jonas epulis,M,29,185,92,Soviet Union,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,Silver
Aleksandr Yuryevich Chayev,M,18,181,66,Soviet Union,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
Vladimir Vasilyevich Cheboksarov,M,24,173,82,Soviet Union,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Yury Konstantinovich Cherednik,M,22,203,101,Soviet Union,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Silver
Nina Viktorovna Cheremisina,F,33,153,47,Soviet Union,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Yevgeny Yevgenyevich Cherkasov,M,26,178,65,Soviet Union,1956,Summer,Melbourne,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
Vladimir Dmitriyevich Chernyshov,M,25,193,93,Soviet Union,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Silver
Yevgeny Vasilyevich Chernyshov,M,33,202,100,Soviet Union,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
Lyudmila Georgiyevna Chernyshova (Prokoshina-),F,23,172,68,Soviet Union,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Silver
Nadezhda Petrovna Chernyshova,F,25,151,42,Soviet Union,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Sergey Aleksandrovich Chetverukhin,M,26,177,67,Soviet Union,1972,Winter,Sapporo,Figure Skating,Figure Skating Men's Singles,Silver
Shalva Chikhladze,M,40,,,Soviet Union,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
Givi Chikvanaia,M,21,189,89,Soviet Union,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver
Givi Chikvanaia,M,29,189,89,Soviet Union,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Nadezhda Vladimirovna Chizhova,F,30,174,90,Soviet Union,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Silver
Aleksandra Georgiyevna Chudina,F,28,188,73,Soviet Union,1952,Summer,Helsinki,Athletics,Athletics Women's Long Jump,Silver
Aleksandra Georgiyevna Chudina,F,28,188,73,Soviet Union,1952,Summer,Helsinki,Athletics,Athletics Women's Javelin Throw,Silver
Viktor Ivanovych Chukarin,M,30,,,Soviet Union,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Viktor Ivanovych Chukarin,M,30,,,Soviet Union,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,Silver
Viktor Ivanovych Chukarin,M,35,,,Soviet Union,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Yefim Aronovich Chulak,M,28,191,90,Soviet Union,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Silver
Sergey Vladimirovich Danilin,M,24,179,84,Soviet Union,1984,Winter,Sarajevo,Luge,Luge Men's Singles,Silver
Pelageya Aleksandrovna Danilova (-Demirdzhiyan),F,34,,,Soviet Union,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
Nelson Amoiakovych Davydian,M,26,160,62,Soviet Union,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
Yelena Viktorovna Davydova (-Filatova),F,18,148,45,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam,Silver
Anatoly Nikolayevich Demitkov,M,30,,,Soviet Union,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Viktor Leonidovich Demyanenko,M,21,167,60,Soviet Union,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Silver
Yelena Yuryevna Dendeberova (-Kuznetsova),F,19,181,75,Soviet Union,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Viktor Viktorovich Denisov,M,22,188,90,Soviet Union,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Viktor Viktorovich Denisov,M,22,188,90,Soviet Union,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Vladimir Gennadyevich Denisov,M,25,173,64,Soviet Union,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Silver
Mikhail Talgatovich Devyatyarov,M,28,185,74,Soviet Union,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Viktor Ivanovich Diduk,M,31,195,95,Soviet Union,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
Sergey Viktorovich Diomidov,M,21,172,72,Soviet Union,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Silver
Sergey Viktorovich Diomidov,M,25,172,72,Soviet Union,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver
Aleksandr Nikolayevich Dityatin,M,18,178,70,Soviet Union,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver
Aleksandr Nikolayevich Dityatin,M,18,178,70,Soviet Union,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Silver
Aleksandr Nikolayevich Dityatin,M,22,178,70,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Silver
Aleksandr Nikolayevich Dityatin,M,22,178,70,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Aleksandr Nikolayevich Dityatin,M,22,178,70,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
Aleksandr Nikolayevich Dityatin,M,22,178,70,Soviet Union,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
Roman Mikhaylovich Dmitriyev,M,27,154,48,Soviet Union,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver
Aleksandr Ivanovich Dolgushin,M,22,187,99,Soviet Union,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Valery Alekseyevich Dolinin,M,26,191,87,Soviet Union,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Silver
"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",F,35,173,83,Soviet Union,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Silver
Nataliya Sergeyevna Donchenko,F,27,,,Soviet Union,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Women's 500 metres,Silver
Vladimir Vyacheslavovich Dorokhov,M,22,194,94,Soviet Union,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Silver
Mykola Anatoliyovych Dovhan,M,25,178,80,Soviet Union,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Silver
Yevgeny Vasilyevich Duleyev,M,20,193,90,Soviet Union,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Silver
Aleksandr Andreyevich Dumchev,M,26,196,92,Soviet Union,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
Valeriy Vasylovych Dvoinikov,M,26,170,77,Soviet Union,1976,Summer,Montreal,Judo,Judo Men's Middleweight,Silver
"Sirvart ""Silva"" Emirzyan",F,14,158,42,Soviet Union,1980,Summer,Moskva,Diving,Diving Women's Platform,Silver
Allan Richardovich Erdman,M,23,,,Soviet Union,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Silver
Aleksandr Olegovich Fedorovsky,M,21,189,86,Soviet Union,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Oleg Georgiyevich Fedoseyev,M,28,186,82,Soviet Union,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,Silver
Tamara Stepanovna Fedosova-Pogozheva-Safonova,F,22,162,56,Soviet Union,1968,Summer,Mexico City,Diving,Diving Women's Springboard,Silver
Anatoly Viktorovich Fedyukin,M,28,180,84,Soviet Union,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
Serhiy Leonidovych Fesenko,M,21,188,77,Soviet Union,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,Silver
"Vyacheslav Aleksandrovich ""Slava"" Fetisov",M,21,183,84,Soviet Union,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Lyudmila Yevgenevna Belousova (-Protopopova),F,28,160,46,Soviet Union,1964,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Gold
Lyudmila Yevgenevna Belousova (-Protopopova),F,32,160,46,Soviet Union,1968,Winter,Grenoble,Figure Skating,Figure Skating Mixed Pairs,Gold
Nataliya Filimonovna Bestemyanova (-Bobrina),F,28,170,51,Soviet Union,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Andrey Anatolyevich Bukin,M,30,185,63,Soviet Union,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Yevgeny Vladimirovich Belousov,M,21,183,86,Soviet Union,1984,Winter,Sarajevo,Luge,Luge Mixed (Men)'s Doubles,Silver
Aleksandr Vladimirovich Belyakov,M,22,178,74,Soviet Union,1984,Winter,Sarajevo,Luge,Luge Mixed (Men)'s Doubles,Silver
Nataliya Filimonovna Bestemyanova (-Bobrina),F,24,170,51,Soviet Union,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
Andrey Anatolyevich Bukin,M,26,185,63,Soviet Union,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
Vladimir Petrovich Aleksandrov,M,26,178,89,Soviet Union,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Bronze
Zintis Ekmanis,M,25,184,90,Soviet Union,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Bronze
Marina Yevgenyevna Cherkasova,F,15,155,,Soviet Union,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Silver
Jos Luis Abajo Gmez,M,30,194,87,Spain,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",Bronze
Jos Manuel Abascal Gmez,M,26,182,67,Spain,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Macarena Aguilar Daz,F,27,170,67,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Nely Carla Alberto Francisca,F,29,179,90,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Jessica Alonso Bernardo,F,28,172,65,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Pedro Amat Fontanals,M,20,183,67,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Santiago Amat Cansino,M,45,,,Spain,1932,Summer,Los Angeles,Sailing,Sailing Mixed One Person Dinghy,Bronze
Vanessa Amors Quiles,F,29,165,62,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Andrea Barno San Martn,F,32,175,64,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
David Barrufet Bofill,M,30,197,100,Spain,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
David Barrufet Bofill,M,38,197,100,Spain,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Clara Basiana Caellas,F,21,170,39,Spain,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Jon Belaustegui Ruano,M,29,195,100,Spain,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Mireia Belmonte Garca,F,25,170,59,Spain,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
Francisco Caballer Saleras,M,27,175,80,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Alba Mara Cabello Rodilla,F,26,163,47,Spain,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Jos Manuel Caldern Borrallo,M,34,191,90,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Juan ngel Calzado de Castro,M,23,180,70,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Ona Carbonell Ballestero,F,22,174,54,Spain,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Carlos Castao Panadero,M,25,178,68,Spain,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Maialen Chourraut Yurramendi,F,29,161,55,Spain,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
Mihaela Ciobanu Ciobanu,F,39,175,73,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Vctor Claver Arocas,M,27,206,107,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Carlos Coloma Nicols,M,34,171,65,Spain,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
Jos Colomer Rivas,M,25,185,86,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Alex Corretja Verdegay,M,26,180,70,Spain,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,Bronze
"Alberto ""Albert"" Costa Casal",M,25,180,78,Spain,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,Bronze
Sal Craviotto Rivero,M,31,192,98,Spain,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
Margalida Cresp Jaume,F,21,170,55,Spain,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Vernica Mara Cuadrado Dehesa,F,33,184,73,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
David Davis Cmara,M,31,185,85,Spain,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Carlos del Coso Iglesias,M,27,165,64,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Jos Antonio Dinars Massagu,M,20,175,68,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Eduardo Dualde Santos de Lamadrid,M,26,176,71,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Joaqun Dualde Santos de Lamadrid,M,27,180,69,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Talant Mushanbetovich Duyshebayev,M,28,183,93,Spain,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze
Talant Mushanbetovich Duyshebayev,M,32,183,93,Spain,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
Rafael Egusquiza Basterra,M,25,187,78,Spain,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Patricia Elorza Eguiara,F,28,180,78,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Alberto Entrerros Rodrguez,M,31,192,100,Spain,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Ral Entrerros Rodrguez,M,27,193,92,Spain,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Sergi Escobar Roure,M,29,179,74,Spain,2004,Summer,Athina,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
Sergi Escobar Roure,M,29,179,74,Spain,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Jos Salvador Esquer Bisbal,M,27,190,90,Spain,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze
Aitor Iaki Etxaburu Castro,M,30,194,100,Spain,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze
Beatriz Fernndez Ibez,F,27,180,74,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Begoa Fernndez Molinos,F,32,180,71,Spain,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Mara Isabel Fernndez Gutirrez,F,24,159,57,Spain,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,Bronze
Jess Fernndez Ojeca,M,22,194,98,Spain,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze
"Rodolfo ""Rudy"" Fernndez Farrs",M,31,196,84,Spain,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Blanca Fernndez Ochoa,F,28,168,60,Spain,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
Beatriz Ferrer-Salat Serra de Migui,F,38,176,58,Spain,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
Jos Mara Abarca Plotas,M,22,186,83,Spain,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
Alejandro Abascal Garca,M,28,181,82,Spain,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Abelardo Fernndez Antua,M,22,,,Spain,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Marina Alabau Neira,F,26,164,55,Spain,2012,Summer,London,Sailing,Sailing Women's Windsurfer,Gold
Alfonso Prez Muoz,M,19,178,69,Spain,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Jos Mara lvarez de las Asturias Bohorques y Goyeneche,M,33,,,Spain,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Jos Emilio Amavisca Grate,M,21,182,68,Spain,1992,Summer,Barcelona,Football,Football Men's Football,Gold
